OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
1026,DOD,AFGSC,Malmstrom,Malmstrom F-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-3,Surface,400' AGL,TETON,8.70263647811953e-07,0.00373200030878706
1027,DOD,AFGSC,Malmstrom,Malmstrom F-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-4,Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200030878706
1028,DOD,AFGSC,Malmstrom,Malmstrom F-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-5,Surface,400' AGL,LEWIS AND CLARK,8.70263647811953e-07,0.00373199830880822
1029,DOD,AFGSC,Malmstrom,Malmstrom F-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-6,Surface,400' AGL,LEWIS AND CLARK,8.70263647811953e-07,0.00373200030878706
1030,DOD,AFGSC,Malmstrom,Malmstrom F-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-7,Surface,400' AGL,LEWIS AND CLARK,8.70264557306655e-07,0.00373200030878706
1031,DOD,AFGSC,Malmstrom,Malmstrom F-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-8,Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200030878706
1032,DOD,AFGSC,Malmstrom,Malmstrom F-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-9,Surface,400' AGL,TETON,8.70263647811953e-07,0.00373200030878706
1033,DOD,AFGSC,Malmstrom,Malmstrom F-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-10,Surface,400' AGL,TETON,8.7118041847134e-07,0.00373399830903054
1034,DOD,AFGSC,Malmstrom,Malmstrom F-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom F-11,Surface,400' AGL,TETON,8.71182237460744e-07,0.00373400030900939
1035,DOD,AFGSC,Malmstrom,Malmstrom G-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-1,Surface,400' AGL,LEWIS AND CLARK,8.71182237460744e-07,0.0037340003088957
1036,DOD,AFGSC,Malmstrom,Malmstrom G-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-2,Surface,400' AGL,CASCADE,8.71182237460744e-07,0.00373400030900939
1037,DOD,AFGSC,Malmstrom,Malmstrom G-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-3,Surface,400' AGL,CASCADE,8.71182237460744e-07,0.00373400030900939
1038,DOD,AFGSC,Malmstrom,Malmstrom G-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-4,Surface,400' AGL,CASCADE,8.71181327966042e-07,0.00373400030900939
1039,DOD,AFGSC,Malmstrom,Malmstrom G-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-5,Surface,400' AGL,CASCADE,8.71181327966042e-07,0.00373400030900939
1040,DOD,AFGSC,Malmstrom,Malmstrom G-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-6,Surface,400' AGL,LEWIS AND CLARK,8.71182237460744e-07,0.0037340003088957
1041,DOD,AFGSC,Malmstrom,Malmstrom G-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-7,Surface,400' AGL,LEWIS AND CLARK,8.72099917614833e-07,0.00373600030911803
1042,DOD,AFGSC,Malmstrom,Malmstrom G-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-8,Surface,400' AGL,LEWIS AND CLARK,8.72099008120131e-07,0.00373600030911803
1043,DOD,AFGSC,Malmstrom,Malmstrom G-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-9,Surface,400' AGL,LEWIS AND CLARK,8.72099917614833e-07,0.00373600030911803
1044,DOD,AFGSC,Malmstrom,Malmstrom G-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-10,Surface,400' AGL,LEWIS AND CLARK,8.72099008120131e-07,0.00373599830913918
1045,DOD,AFGSC,Malmstrom,Malmstrom G-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom G-11,Surface,400' AGL,LEWIS AND CLARK,8.72100827109534e-07,0.00373600030911803
1046,DOD,AFGSC,Malmstrom,Malmstrom H-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-1,Surface,400' AGL,TETON,8.72100827109534e-07,0.00373600030911803
1047,DOD,AFGSC,Malmstrom,Malmstrom H-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-2,Surface,400' AGL,TETON,8.72099008120131e-07,0.00373599830913918
1048,DOD,AFGSC,Malmstrom,Malmstrom H-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-3,Surface,400' AGL,TETON,6.1925065892865e-06,0.010161998840772
1049,DOD,AFGSC,Malmstrom,Malmstrom H-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-4,Surface,400' AGL,TETON,6.19250567979179e-06,0.0101619988408856
1050,DOD,AFGSC,Malmstrom,Malmstrom H-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-5,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1051,DOD,AFGSC,Malmstrom,Malmstrom H-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-6,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1052,DOD,AFGSC,Malmstrom,Malmstrom H-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-7,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1053,DOD,AFGSC,Malmstrom,Malmstrom H-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-8,Surface,400' AGL,LEWIS AND CLARK,8.72099917614833e-07,0.00373600030911803
1054,DOD,AFGSC,Malmstrom,Malmstrom H-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-9,Surface,400' AGL,TETON,8.72100827109534e-07,0.00373600030911803
1055,DOD,AFGSC,Malmstrom,Malmstrom H-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-10,Surface,400' AGL,TETON,8.72100827109534e-07,0.00373600030911803
1056,DOD,AFGSC,Malmstrom,Malmstrom H-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom H-11,Surface,400' AGL,TETON,8.72099917614833e-07,0.00373600030911803
1057,DOD,AFGSC,Malmstrom,Malmstrom I-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-1,Surface,400' AGL,CASCADE,6.19453840045026e-06,0.0101640008409731
1058,DOD,AFGSC,Malmstrom,Malmstrom I-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-2,Surface,400' AGL,CASCADE,8.72100827109534e-07,0.00373600030911803
1059,DOD,AFGSC,Malmstrom,Malmstrom I-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-3,Surface,400' AGL,CASCADE,6.19656748312991e-06,0.0101660008410818
1060,DOD,AFGSC,Malmstrom,Malmstrom I-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-4,Surface,400' AGL,CASCADE,6.19656475464581e-06,0.0101659988412166
1061,DOD,AFGSC,Malmstrom,Malmstrom I-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-5,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1062,DOD,AFGSC,Malmstrom,Malmstrom I-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-6,Surface,400' AGL,CASCADE,8.72100827109534e-07,0.00373600030911803
1063,DOD,AFGSC,Malmstrom,Malmstrom I-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-7,Surface,400' AGL,CASCADE,8.72100827109534e-07,0.00373600030911803
1064,DOD,AFGSC,Malmstrom,Malmstrom I-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-8,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1065,DOD,AFGSC,Malmstrom,Malmstrom I-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-9,Surface,400' AGL,CASCADE,8.72100827109534e-07,0.00373600030911803
1066,DOD,AFGSC,Malmstrom,Malmstrom I-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-10,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1067,DOD,AFGSC,Malmstrom,Malmstrom I-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom I-11,Surface,400' AGL,CASCADE,8.72099917614833e-07,0.00373600030911803
1068,DOD,AFGSC,Malmstrom,Malmstrom J-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-1,Surface,400' AGL,TETON,8.73936187417712e-07,0.00374000030944899
1069,DOD,AFGSC,Malmstrom,Malmstrom J-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-2,Surface,400' AGL,TETON,8.7393527792301e-07,0.00374000030944899
1070,DOD,AFGSC,Malmstrom,Malmstrom J-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-3,Surface,400' AGL,CHOUTEAU,6.20062473899452e-06,0.0101700008414127
1071,DOD,AFGSC,Malmstrom,Malmstrom J-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-4,Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00374000030944899
1072,DOD,AFGSC,Malmstrom,Malmstrom J-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-5,Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00374000030944899
1073,DOD,AFGSC,Malmstrom,Malmstrom J-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-6,Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00374000030944899
1074,DOD,AFGSC,Malmstrom,Malmstrom J-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-7,Surface,400' AGL,CHOUTEAU,8.73936187417712e-07,0.00374000030944899
1075,DOD,AFGSC,Malmstrom,Malmstrom J-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-8,Surface,400' AGL,CASCADE,8.73936187417712e-07,0.00374000030944899
1076,DOD,AFGSC,Malmstrom,Malmstrom J-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-9,Surface,400' AGL,CASCADE,8.73937096912414e-07,0.00374000030944899
1077,DOD,AFGSC,Malmstrom,Malmstrom J-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-10,Surface,400' AGL,TETON,8.73936187417712e-07,0.00374000030944899
1078,DOD,AFGSC,Malmstrom,Malmstrom J-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom J-11,Surface,400' AGL,TETON,8.7393527792301e-07,0.00374000030944899
1079,DOD,AFGSC,Malmstrom,Malmstrom K-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-1,Surface,400' AGL,WHEATLAND,8.73937096912414e-07,0.00374000030944899
1080,DOD,AFGSC,Malmstrom,Malmstrom K-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-2,Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00374000030944899
1081,DOD,AFGSC,Malmstrom,Malmstrom K-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-3,Surface,400' AGL,WHEATLAND,8.73937096912414e-07,0.00374000030944899
1082,DOD,AFGSC,Malmstrom,Malmstrom K-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-4,Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00374000030944899
1083,DOD,AFGSC,Malmstrom,Malmstrom K-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-5,Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00374000030944899
1084,DOD,AFGSC,Malmstrom,Malmstrom K-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-6,Surface,400' AGL,WHEATLAND,8.73936187417712e-07,0.00374000030944899
1085,DOD,AFGSC,Malmstrom,Malmstrom K-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-7,Surface,400' AGL,WHEATLAND,8.73937096912414e-07,0.00374000030944899
1086,DOD,AFGSC,Malmstrom,Malmstrom K-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-8,Surface,400' AGL,WHEATLAND,8.7393527792301e-07,0.00373999830947014
1087,DOD,AFGSC,Malmstrom,Malmstrom K-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-9,Surface,400' AGL,WHEATLAND,8.74854777066503e-07,0.00374200030955762
1088,DOD,AFGSC,Malmstrom,Malmstrom K-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-10,Surface,400' AGL,WHEATLAND,6.21076742390869e-06,0.0101799988424318
1089,DOD,AFGSC,Malmstrom,Malmstrom K-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom K-11,Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374200030967131
1090,DOD,AFGSC,Malmstrom,Malmstrom L-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-1,Surface,400' AGL,FERGUS,8.74853867571801e-07,0.00374200030955762
1091,DOD,AFGSC,Malmstrom,Malmstrom L-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-2,Surface,400' AGL,FERGUS,8.74853867571801e-07,0.00374199830957878
1092,DOD,AFGSC,Malmstrom,Malmstrom L-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-3,Surface,400' AGL,WHEATLAND,8.74854777066503e-07,0.00374200030967131
1093,DOD,AFGSC,Malmstrom,Malmstrom L-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-4,Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374200030955762
1094,DOD,AFGSC,Malmstrom,Malmstrom L-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-5,Surface,400' AGL,WHEATLAND,8.74852958077099e-07,0.00374199830957878
1095,DOD,AFGSC,Malmstrom,Malmstrom L-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-6,Surface,400' AGL,WHEATLAND,8.74854777066503e-07,0.00374200030955762
1096,DOD,AFGSC,Malmstrom,Malmstrom L-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-7,Surface,400' AGL,WHEATLAND,8.74854777066503e-07,0.00374200030955762
1097,DOD,AFGSC,Malmstrom,Malmstrom L-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-8,Surface,400' AGL,WHEATLAND,8.74853867571801e-07,0.00374200030967131
1098,DOD,AFGSC,Malmstrom,Malmstrom L-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-9,Surface,400' AGL,JUDITH BASIN,8.75772457220592e-07,0.00374400030977995
1099,DOD,AFGSC,Malmstrom,Malmstrom L-10,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-10,Surface,400' AGL,FERGUS,8.7577154772589e-07,0.0037439983098011
1100,DOD,AFGSC,Malmstrom,Malmstrom L-11,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom L-11,Surface,400' AGL,FERGUS,8.75772457220592e-07,0.00374400030977995
1101,DOD,AFGSC,Malmstrom,Malmstrom M-1,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-1,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600030988859
1102,DOD,AFGSC,Malmstrom,Malmstrom M-2,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-2,Surface,400' AGL,FERGUS,8.76689227879979e-07,0.00374600030988859
1103,DOD,AFGSC,Malmstrom,Malmstrom M-3,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-3,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600030988859
1104,DOD,AFGSC,Malmstrom,Malmstrom M-4,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-4,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600030988859
1105,DOD,AFGSC,Malmstrom,Malmstrom M-5,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-5,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600031000227
1106,DOD,AFGSC,Malmstrom,Malmstrom M-6,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-6,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600030988859
1107,DOD,AFGSC,Malmstrom,Malmstrom M-7,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-7,Surface,400' AGL,FERGUS,8.7669013737468e-07,0.00374600030988859
1108,DOD,AFGSC,Malmstrom,Malmstrom M-8,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-8,Surface,400' AGL,JUDITH BASIN,6.22902916802559e-06,0.0101979988437506
1109,DOD,AFGSC,Malmstrom,Malmstrom M-9,G,NATIONAL SECURITY,MT,"Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",20170810-DOD-Malmstrom-Malmstrom M-9,Surface,400' AGL,JUDITH BASIN,8.76691046869382e-07,0.00374600031000227
