objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
11151,06,099,001002,3,060990010023,Block Group 3,5,5,1.86,"ALPHA; TCPR123; U; TCE; PCE","ALPHA; TCPR123; NO3N; U; PCE",2,0,3,3,7.39,5,66.67,65,73,512.4,88,100,60d1a14a-c401-4b04-ad73-7d5d11b7d40e,1494463.04296875,7489.96260299055
11152,06,099,001100,3,060990011003,Block Group 3,1,0,1.3,ALPHA, ,1,0,1,1,5.08,1,100,45,69,113,41,100,23c1ac8e-5ec7-455c-a57d-aa2c80b75aa2,647924.9765625,3308.7912896178
11153,06,099,001200,1,060990012001,Block Group 1,3,3,1.4,"ALPHA; U; TCPR123","ALPHA; TCPR123; NO3N",2,0,2,2,0.22,3,100,58,47,463.98,86,100,f79d7e47-0fd0-4172-8090-39f7961d25e3,582124.5703125,3896.04445506744
11154,06,099,001200,2,060990012002,Block Group 2,3,3,1.43,"ALPHA; U; TCPR123","ALPHA; TCPR123; NO3N",1,0,1,1,0.79,2,100,53,53,464.3,86,100,719d69bc-ead1-4196-ad20-72dc1d517a3c,674869.25,3231.98976253316
11155,06,099,001300,4,060990013004,Block Group 4,4,7,1.48,"ALPHA; U; TCPR123; NO3N","ALPHA; U; TCPR123; AS; NO3N; THM; TCLME",1,0,1,1,0,0,100,22,24,764.76,95,100,55139398-41d2-41db-b031-7d882e3c96eb,1288477.9140625,4630.76317457837
11156,06,099,001200,3,060990012003,Block Group 3,3,3,1.43,"ALPHA; U; TCPR123","ALPHA; TCPR123; NO3N",1,1,2,2,0,3,75,58,24,348.23,79,100,bcfffa32-d991-4a7f-8b56-cdc9f4ccc557,1195022.65234375,4816.67553040133
11157,06,099,001300,2,060990013002,Block Group 2,4,7,1.46,"ALPHA; U; NO3N; TCPR123","ALPHA; TCPR123; U; NO3N; AS; THM; TCLME",2,1,3,3,0,9,83.33,72,24,637.14,93,100,355de8d9-7bf9-4d6c-ad55-8281674fc1e9,950291.9921875,4172.41768359872
11158,06,099,001300,3,060990013003,Block Group 3,4,7,1.42,"ALPHA; U; TCPR123; NO3N","ALPHA; U; TCPR123; AS; NO3N; THM; TCLME",2,0,2,2,0,1,100,45,24,764.17,95,100,6b88a435-2b6e-4504-9730-ab846149bb8e,914256.2109375,3821.87374917996
11159,06,099,001300,5,060990013005,Block Group 5,4,7,1.44,"ALPHA; U; TCPR123; NO3N","ALPHA; U; TCPR123; AS; NO3N; THM; TCLME",2,0,2,2,2.33,1,100,45,62,764.41,95,100,f787518a-d6ce-4a5f-b436-b828ccd0ce2e,909321.19921875,3824.88079136169
11160,06,099,001300,6,060990013006,Block Group 6,4,7,1.44,"ALPHA; U; TCPR123; NO3N","ALPHA; U; TCPR123; NO3N; AS; THM; TCLME",3,1,4,4,0,4,87.5,62,24,668.82,93,100,3614aec1-f8ba-43de-85a1-6f92970c8395,768001.39453125,4387.30041650429
11161,06,099,001400,2,060990014002,Block Group 2,4,5,1.68,"ALPHA; NO3N; U; TCPR123","U; CR6; AS; ALPHA; TCPR123",3,1,4,4,9.79,28,87.5,83,75,583.41,91,100,4488cdd2-c25e-44bf-946d-f1903b34ac7e,935810.0546875,3782.74396217135
11162,06,065,045213,2,060650452132,Block Group 2,0,2,0, ,"CR6; NO3N",0,4,4,4,15.73,24,50,82,79,50,21,100,03059eb6-943c-4211-af8c-342390e2f886,1292802.953125,5201.54861898403
11163,06,099,001400,4,060990014004,Block Group 4,4,7,1.44,"ALPHA; U; TCPR123; NO3N","ALPHA; U; AS; TCPR123; NO3N; THM; TCLME",2,0,2,2,0.7,2,100,53,52,764.41,95,100,09d2b851-3e6a-4890-b89b-a3d78f83c37d,1144674.328125,4339.66738838013
11164,06,099,001400,5,060990014005,Block Group 5,4,7,1.43,"ALPHA; U; NO3N; TCPR123","ALPHA; U; TCPR123; NO3N; AS; THM; TCLME",3,1,4,4,0.25,11,87.5,75,47,668.79,93,100,50d36b3b-c5ba-4b5a-ae5c-f1e329670fa4,717700.19140625,4164.77037559773
11165,06,099,001500,1,060990015001,Block Group 1,1,5,1.38,NO3N,"ALPHA; TCPR123; NO3N; THM; TCLME",1,1,2,2,58.55,9,75,72,88,272.88,72,100,bafe453f-6aa4-4876-b7cb-a2a4c9f4289b,1532538.66015625,5783.50872075185
11166,06,001,404300,2,060014043002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,23,25,0,0,0,5b4a7146-6a98-4aaf-a393-cb9e34ecc9b3,551978.203125,4550.94837874797
11167,06,001,404300,3,060014043003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,23,25,0,0,0,cead7c36-eed9-40cb-94af-8edc142dcaa7,790646.1015625,5328.53076158481
11168,06,001,404501,1,060014045011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,16,0,78,25,0,0,0,3843e7ba-65e8-4929-b292-2d6bb0779ce2,1754932.1015625,6034.15261466041
11169,06,001,404800,1,060014048001,Block Group 1,0,0,0,NA,NA,0,0,0,3,0,5,0,65,25,0,0,0,7ed3301d-03fc-4d02-9228-52d726bce3b4,401396.05859375,3250.23009880759
11170,06,065,043240,1,060650432401,Block Group 1,0,0,0, , ,0,0,1,5,35.46,64,0,89,85,0,0,20,b26c7b40-249e-45c5-81db-41f37985928f,2621005.37109375,7945.05447968103
11171,06,065,043240,2,060650432402,Block Group 2,0,0,0, , ,0,0,2,7,25.45,82,0,91,83,0,0,28.57,cdd54434-918c-4d82-a7d3-aef23e926f02,7548532.19140625,14231.9987956227
11172,06,065,043242,1,060650432421,Block Group 1,0,0,0,NA,NA,0,0,0,8,25.76,76,0,90,83,0,0,0,869c7e86-e364-4316-acf4-1986370f641a,6893325.6484375,14634.4771152786
11173,06,065,043242,2,060650432422,Block Group 2,0,0,0,NA,NA,0,0,0,6,4.34,68,0,89,68,0,0,0,d75bb68b-5abe-4774-90f4-d0ce7153d7a9,2194581.3515625,6779.55205135685
11174,06,065,043244,1,060650432441,Block Group 1,1,0,1.06,AS, ,1,0,4,4,9.33,10,25,73,75,27.65,15,100,84c9749d-b6a7-4b7b-ade1-231d2a17f249,1293213.12109375,5769.73166276623
11175,06,065,043810,3,060650438103,Block Group 3,0,0,0, , ,0,0,4,4,29.13,8,0,70,84,0,0,100,fc2a7c5a-ae95-43a1-b90b-1204e3734779,2521770.87890625,7062.67011144533
11176,06,001,407800,1,060014078001,Block Group 1,0,0,0, , ,0,0,1,3,0,0,0,1,1,0,0,33.33,894a4e92-061b-423a-873d-4a6829d7a157,1146579.55859375,5678.9605155351
11177,06,001,407800,2,060014078002,Block Group 2,0,0,0, , ,0,0,1,4,0,0,0,1,1,0,0,25,1db85bb7-d3ea-4868-9901-f5981b83076c,503233.43359375,3637.01053822326
11178,06,001,407800,3,060014078003,Block Group 3,0,0,0,NA,NA,0,0,0,1,0,0,0,23,26,0,0,0,08330dc1-f3a2-423a-8a6c-3de812034887,330123.83203125,2340.94075294682
11179,06,001,407900,1,060014079001,Block Group 1,0,0,0, , ,0,0,2,2,0,0,0,1,37,0,0,100,da874ed0-3491-4825-84c1-3992f137f7ec,838763.4296875,4860.0998323454
11180,06,001,407900,2,060014079002,Block Group 2,0,0,0, , ,0,0,1,1,0,0,0,1,1,0,0,100,a449f204-90f2-4f3b-bd51-b974f08aba56,390180.8671875,3195.09069304357
11181,06,001,407900,3,060014079003,Block Group 3,0,0,0, , ,0,0,1,2,0,0,0,1,1,0,0,50,d30fa6f4-9016-4c63-b176-a27c0345c106,533865.9140625,3115.01256845365
11182,06,001,421300,1,060014213001,Block Group 1,0,0,0,NA,NA,0,0,0,3,0,0,0,23,26,0,0,0,8aff5a78-4b87-4367-95ec-f8c23699fd0f,537797.89453125,4074.24149360498
11183,06,065,043811,2,060650438112,Block Group 2,1,1,1.2,CR6,CR6,2,0,12,12,297.67,61,16.67,89,95,27,15,100,f18c770e-dad8-4f4c-a156-d20e423feb64,8170328.734375,16190.2749609649
11184,06,065,043814,1,060650438141,Block Group 1,1,1,1.2,CR6,CR6,3,0,5,5,3.9,17,60,79,67,97.2,35,100,a2a3ffd4-8501-4d55-9624-83dc5aa90e54,2423096.58203125,7351.14466329445
11185,06,065,043818,1,060650438181,Block Group 1,1,2,1.4,CR6,"CR6; NO3N",4,1,5,5,1.57,0,90,16,58,192.58,61,100,6be304ca-0f10-4b6b-b682-230993e78273,2651238.19140625,7545.99497682522
11186,06,065,043820,1,060650438201,Block Group 1,1,0,1.4,CR6, ,4,0,6,6,54.18,7,66.67,69,88,75.97,30,100,bf9df654-3cf4-4508-816d-0e038cd892b7,6246338.98046875,11588.0312869705
11187,06,065,042800,3,060650428003,Block Group 3,1,1,1.08,NO3N,NO3N,4,0,5,5,17.17,19,80,80,80,128.64,47,100,0c107936-3337-48f1-ab74-49ee44e60948,3356528.2421875,8917.8251672756
11188,06,065,043266,2,060650432662,Block Group 2,0,0,0, , ,0,0,2,2,0.85,1,0,42,53,0,0,100,f43ae916-3c3f-41cc-963e-d002c5f2e9dd,964246.75390625,4770.00358695745
11189,06,001,421300,2,060014213002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,23,26,0,0,0,8386727e-228e-482c-8fdf-2c8a83129d95,443782.95703125,2796.25314991142
11190,06,001,421300,3,060014213003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,23,26,0,0,0,3b784bd9-b56e-4a95-bda1-9d983a12b2fa,429624.70703125,4246.6700392315
11191,06,001,421300,4,060014213004,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,0,0,23,26,0,0,0,7e1f6eef-ba2b-4e73-8cd1-f8e73623e73a,368604.2734375,2870.66514552804
11192,06,001,421400,1,060014214001,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,23,26,0,0,0,1116680b-bc4b-409d-9bf4-7ef29df8b778,420960.609375,3026.12219847527
11193,06,001,421400,2,060014214002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,23,26,0,0,0,d18d3b2f-bfd4-4ac5-b06d-a97a0684d3e2,342573.50390625,2535.72877038592
11194,06,001,424001,4,060014240014,Block Group 4,0,0,0,NA,NA,0,0,0,1,0,0,0,23,26,0,0,0,f59809b3-f7f5-4576-812c-4b12ea316126,265610.48828125,2414.06892239485
11195,06,001,424002,1,060014240021,Block Group 1,0,0,0,NA,NA,0,0,0,3,0,0,0,23,26,0,0,0,d47f21b2-cba3-4436-84d1-9f9b59bd570b,282654.83203125,2397.94884597488
11196,06,001,424002,2,060014240022,Block Group 2,0,0,0,NA,NA,0,0,0,4,0,0,0,23,26,0,0,0,53062067-225a-45a5-b115-aa48bd86cdc8,243046.08203125,2169.65831559631
11197,06,071,007302,4,060710073024,Block Group 4,1,1,1.13,ALPHA,NO3N,3,0,3,3,29.15,2,100,51,84,161.33,53,100,5a6a671c-1523-43c5-acbc-8a94cb2fa2f4,1705122.625,6185.84366174209
11198,06,071,007302,5,060710073025,Block Group 5,1,1,1.13,ALPHA,NO3N,3,0,3,3,7.38,1,100,43,73,161.33,53,100,483a30a4-c067-488c-bb76-cd1086786a90,1177400.96484375,4867.35816547232
11199,06,071,007302,6,060710073026,Block Group 6,1,1,1.13,ALPHA,NO3N,1,0,1,1,7.19,0,100,17,73,161.33,53,100,b16dad8a-977a-4268-81fb-05aa141101b4,808881.21484375,4187.43571893837
11200,06,071,007403,1,060710074031,Block Group 1,3,3,1.26,"F; NO3N; PCATE","F; TCPR123; NO3N",5,0,5,5,0.16,7,100,69,46,462.55,86,100,245df475-89ff-44bd-9202-d1507d506af7,2177779.5546875,6473.30159737839
11201,06,065,045213,1,060650452131,Block Group 1,1,2,1.42,CR6,"CR6; NO3N",2,3,5,5,64.82,44,70,86,89,149.92,51,100,cd3832dc-e612-4276-b7e9-a7326b81ff2a,3052368.06640625,7787.78059824742
11202,06,065,045214,1,060650452141,Block Group 1,4,3,1.35,"CR6; ALPHA; F; U","CR6; F; NO3N",6,0,6,6,14.14,60,100,88,78,563.47,90,100,5e7796c1-73ad-4ddd-9da5-c00e8be94a5b,4194381.1484375,8941.68168474157
11203,06,037,119341,1,060371193411,Block Group 1,4,3,2.74,"TCE; PCE; TCPR123; DCE11","PCE; NO3N; DCE11",2,0,2,4,0,0,50,2,3,288.68,73,50,3ff0cdc7-eb7a-499a-b3e3-03d2db7b2e4c,478706.2421875,3083.98983595259
11204,06,065,045214,2,060650452142,Block Group 2,1,2,1.21,CR6,"CR6; NO3N",5,0,5,5,22.37,40,100,86,82,212.09,63,100,3a19fcb9-f956-4179-8574-5e3162b2766d,3858723.96875,8030.43776512133
11205,06,065,050900,3,060650509003,Block Group 3,1,1,1.11,NO3N,NO3N,1,0,1,2,0,5,50,64,16,80.53,31,50,0a6174e2-648c-488d-883b-012886b79b65,390016.37109375,2733.71176430789
11206,06,065,051100,1,060650511001,Block Group 1,0,0,0, , ,0,0,3,3,0.09,0,0,16,44,0,0,100,46b77480-7b2a-4e77-b008-8dc17b364a8b,897218.125,3787.61190467997
11207,06,065,051100,2,060650511002,Block Group 2,0,0,0, , ,0,0,2,2,0.45,0,0,16,50,0,0,100,e293ccd3-02b0-4051-a044-4c2a6d194dca,2318781.5859375,6417.6184779031
11208,06,001,426100,1,060014261001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,20,0,80,26,0,0,0,800ad1ad-921a-4af3-9a2a-b04ed4ff892c,795777.10546875,4676.15887564365
11209,06,001,433000,2,060014330002,Block Group 2,0,0,0,NA,NA,0,0,0,2,21.33,3,0,58,82,0,0,0,3f232309-578a-4450-b980-d5b75643385b,596342.90625,3452.47831156307
11210,06,001,433000,3,060014330003,Block Group 3,0,0,0,NA,NA,0,0,0,2,10.88,3,0,58,76,0,0,0,04e6d3a3-a322-4ce1-9a77-660d32471274,412413.11328125,2865.42011295112
11211,06,001,433000,4,060014330004,Block Group 4,0,0,0, , ,0,0,1,2,0.06,1,0,37,42,0,0,50,20110755-ca4e-4847-8ff7-1a63dc461248,411469.890625,2754.41761250796
11212,06,065,051400,1,060650514001,Block Group 1,1,0,1.53,CR6, ,4,0,4,4,1.23,11,100,74,56,115.3,42,100,e48652d4-cc01-46a7-a896-fccc96f70834,3193294.625,9003.36319497282
11213,06,065,940800,1,060659408001,Block Group 1,0,0,0, , ,0,0,6,6,2.67,0,0,16,63,0,0,100,d11c8892-90f2-4578-ba37-34867a1c8b0d,1570475.6328125,5348.34170842455
11214,06,065,940800,2,060659408002,Block Group 2,0,0,0, , ,0,0,4,4,2.94,0,0,16,64,0,0,100,ec034ba0-a587-487c-8def-5a4418eae73b,2199500.82421875,7462.91305094526
11215,06,037,113321,1,060371133211,Block Group 1,0,0,0,NA,NA,0,0,0,4,0,0,0,25,27,0,0,0,34370ed4-7a98-4107-ba74-dcd01713f2e2,714236.91796875,3416.4812859431
11216,06,037,113422,2,060371134222,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,25,27,0,0,0,289fc0f8-2f6b-42fa-a372-3ab735f7ed37,168286.63671875,1776.15011488663
11217,06,037,117101,2,060371171012,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,25,27,0,0,0,e5723176-ca58-4d77-b5fd-89b9a7d716b8,701615.25390625,3390.18476373988
11218,06,037,117407,1,060371174071,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,25,27,0,0,0,3ce83301-e9b1-4e0b-a4d3-8f1d7ef9e36c,290853.3984375,2175.00701421573
11219,06,071,012101,3,060710121013,Block Group 3,4,1,2.11,"U; ALPHA; AS; F",AS,2,2,10,13,227.3,14,23.08,77,94,108.72,38,76.92,cd8aa7dc-dc1a-4976-b248-98fad41e6a3d,17074289.9101563,24343.1659493174
11220,06,037,119002,1,060371190021,Block Group 1,5,4,2.39,"TCE; PCE; TCPR123; CTCL; DCE11","TCE; PCE; NO3N; DCE11",2,0,2,4,0,0,50,2,2,361.97,80,50,748762c0-d81d-4425-9b08-1eacc555679c,415654.734375,2631.61826306032
11221,06,037,119342,1,060371193421,Block Group 1,4,3,2.74,"TCE; PCE; TCPR123; DCE11","PCE; NO3N; DCE11",1,0,1,2,0,0,50,2,3,288.68,73,50,c04d1384-ddde-4f57-b8e7-a87ae55f689e,321394.26171875,2252.70539980309
11222,06,037,120106,1,060371201061,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,25,27,0,0,0,6d4e41b9-9b46-4792-bf50-a97bcb4d1650,302482.98046875,2240.20128152892
11223,06,037,121221,1,060371212211,Block Group 1,6,5,1.57,"TCPR123; NO3N; CTCL; PCE; TCE; DCE11","PCATE; NO3N; PCE; TCE; DCE11",1,0,1,1,10.2,1,100,37,76,865.67,97,100,d6c0bd42-94db-4db8-84aa-b08f9d78bbc3,252607.82421875,2522.43463004655
11224,06,037,121802,3,060371218023,Block Group 3,7,8,1.91,"TCE; TCPR123; PCE; NO3N; CR6; CTCL; DCE11","TCE; PCE; NO3N; PCATE; CTCL; ALPHA; DCE11; CR",1,0,1,1,0.52,0,100,2,50,1119.12,99,100,86978944-2bcb-4b4b-9e95-9e4e70670230,237339.171875,1948.69677220742
11225,06,037,122122,1,060371221221,Block Group 1,4,5,3.04,"TCE; NNSM; CR6; PCE","TCE; NO3N; ALPHA; CTCL; CR",1,0,1,1,0.09,0,100,2,43,680.42,94,100,20a18a63-9f64-42fa-bfcc-257b82a988ee,197531.0390625,1955.60281980726
11226,06,061,020501,2,060610205012,Block Group 2,0,0,0, , ,0,0,3,7,160.79,466,0,99,93,0,0,42.86,e02c46bc-c18d-42e6-8294-2cb978d37ba0,7276437.703125,14394.762464494
11227,06,001,433102,1,060014331021,Block Group 1,0,0,0, , ,0,0,2,4,0,5,0,63,39,0,0,50,5a1d1b8c-7ff4-4ce3-bae2-0ac659cdd9fa,1189801.1953125,4761.78999808823
11228,06,001,433102,2,060014331022,Block Group 2,0,0,0, , ,0,0,3,3,0,5,0,63,1,0,0,100,05804b21-5220-434b-9d25-cada54506c2a,1104558.8828125,5620.57908108358
11229,06,001,437600,1,060014376001,Block Group 1,0,0,0, , ,0,0,3,4,15.78,11,0,74,79,0,0,75,7004fb12-7695-4b53-8aa4-a7384f582209,931013.7578125,6741.67121262842
11230,06,001,437600,2,060014376002,Block Group 2,0,0,0, , ,0,0,2,2,0.06,2,0,48,42,0,0,100,45b84576-c3ab-4fc0-9baa-71922c3f5ddc,377155.8359375,3050.69372535524
11231,06,001,437800,1,060014378001,Block Group 1,0,0,0, , ,0,0,2,4,20.66,11,0,74,82,0,0,50,85ee50ca-d4fe-4034-8433-2ea3b1b48a02,1602195.64453125,6472.20058764662
11232,06,061,021035,2,060610210352,Block Group 2,0,0,0,NA,NA,0,0,0,2,6.55,0,0,32,72,0,0,0,f4f72fc2-2fe0-468b-8976-8c221e8d5ebe,1811177.1328125,5458.09523233709
11233,06,061,021038,1,060610210381,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,32,33,0,0,0,6ce1fc14-d18a-47c0-8f70-898f5043f1fe,931797.47265625,3933.55357737202
11234,06,061,021046,2,060610210462,Block Group 2,1,0,1.67,PCE, ,2,0,4,4,0,0,50,16,16,58.34,26,100,e20d4d7e-f636-484e-9a79-4344d4a39fc2,1001811.25,4690.36072970486
11235,06,061,023100,1,060610231001,Block Group 1,0,0,0, , ,0,0,4,4,104.92,0,0,16,91,0,0,100,6d7b15f6-7703-4563-a403-9fb8989e801f,1650560.27734375,5606.72399396555
11236,06,061,021034,2,060610210342,Block Group 2,0,0,0, , ,0,0,1,2,0,0,0,16,16,0,0,50,ef390d93-39e3-48a6-9bee-057714a28484,1014515.16015625,5519.01611990588
11237,06,001,437800,2,060014378002,Block Group 2,0,0,0, , ,0,0,3,5,1.87,21,0,80,60,0,0,60,32e5c4e1-81b4-4a6a-b1ca-aa9d7c8bfdd5,435807.7578125,5270.77894102522
11238,06,001,442100,1,060014421001,Block Group 1,0,0,0, , ,0,0,3,3,29.41,5,0,63,84,0,0,100,b317e517-02e7-4e86-bb03-92cc6eab4a41,1588315.5,5977.7050491942
11239,06,001,442200,2,060014422002,Block Group 2,0,0,0, , ,0,0,2,3,24.15,5,0,63,82,0,0,66.67,fe4e5d42-a71a-4c38-8b6d-9cc64f03eb69,2370344.8828125,7337.63005847512
11240,06,001,442200,3,060014422003,Block Group 3,0,0,0, , ,0,0,1,2,9.32,3,0,54,75,0,0,50,593c2c54-4110-4211-9827-d73e59a437ed,903288.2734375,4007.35904075696
11241,06,061,021034,1,060610210341,Block Group 1,0,0,0, , ,0,0,1,2,0,0,0,16,16,0,0,50,0dae34f1-de72-463d-bd75-0d534c6240a4,1277665.8046875,5308.16202879387
11242,06,061,022011,1,060610220111,Block Group 1,1,0,1.97,AS, ,3,0,23,53,69.87,59,5.66,88,89,6.77,4,43.4,634c6152-bdbb-4169-8bcd-27badc5087eb,148938661.035156,72289.2442892916
11243,06,061,020104,2,060610201042,Block Group 2,1,1,1.12,PCATE,AS,1,0,11,18,16.59,16,5.56,78,80,8.96,5,61.11,79e1962c-9678-45ef-bbcc-ac30cf256922,33812694.9375,27400.6631652962
11244,06,061,022014,1,060610220141,Block Group 1,2,2,1.93,"AS; PCATE","AS; NI",21,4,47,136,156.05,107,16.91,92,92,53.99,22,34.56,40e0c6ca-2d01-45f7-9091-78df8f29c85a,445833940.8125,118558.149424801
11245,06,061,020107,1,060610201071,Block Group 1,0,0,0,NA,NA,0,0,0,6,32.61,4,0,62,84,0,0,0,9513c17c-b4eb-495c-83f5-16c9bad5e9d6,10702795.8984375,26498.8525049944
11246,06,019,005403,1,060190054031,Block Group 1,1,1,5.79,TCPR123,NO3N,2,0,2,2,0,16,100,78,2,207.94,62,100,e6290488-4a22-4491-a980-4f2848d5c28d,1036216.5390625,5152.60736520791
11247,06,089,011500,1,060890115001,Block Group 1,0,1,0, ,AS,0,1,10,11,751.67,478,4.55,99,98,2.27,1,90.91,846b3b40-a318-44fa-a5b7-93ed9e8b322c,13399827.8398438,26496.1365870274
11248,06,001,450604,1,060014506041,Block Group 1,1,0,1.65,U, ,1,0,4,4,0.38,1,25,37,49,29.13,16,100,39632eac-740e-42f3-ad64-0d1a2fb677ea,1505866.12109375,7071.20091820754
11249,06,001,450741,1,060014507411,Block Group 1,0,0,0, , ,0,0,4,4,2.35,10,0,73,62,0,0,100,82cec535-6199-40a8-9c6f-0ed9db98ab1b,1037707.296875,4357.09427381993
11250,06,071,008402,1,060710084021,Block Group 1,0,2,0, ,"DBCP; PCATE",0,4,4,4,1.47,0,50,17,58,50,21,100,279e48f1-9f01-4b7c-b7e4-71ac1288928a,473477.6796875,2927.84774570686
11251,06,071,008402,2,060710084022,Block Group 2,0,2,0, ,"DBCP; PCATE",0,2,2,2,0.94,0,50,17,54,50,21,100,62899a47-25a9-4cce-ac8d-98619d7c755c,1429096.83203125,4857.74842847946
11252,06,071,008402,4,060710084024,Block Group 4,0,2,0, ,"DBCP; PCATE",0,2,2,2,2.09,0,50,17,61,50,21,100,f20cf468-fa4c-44cd-bdb1-4565b18efa41,940463.71875,3880.98029722587
11253,06,077,005208,3,060770052083,Block Group 3,2,2,1.18,"NO3N; AS","NO3N; CR6",2,1,4,4,5.64,73,62.5,90,70,194.88,61,100,a6d85b4c-338b-4525-b9c9-e162e45d42bc,503077.625,5524.40604833039
11254,06,019,002903,2,060190029032,Block Group 2,4,1,2.11,"DBCP; NO3N; TCPR123; TCE",NO3N,2,0,2,2,48.26,93,100,91,87,471.09,87,100,b0d3bea0-be20-445d-8e1f-8de71afc0636,1021933.765625,4041.90011482595
11255,06,019,004212,4,060190042124,Block Group 4,0,0,0, , ,0,0,6,6,5.06,59,0,88,69,0,0,100,3b834fdb-4a85-40f9-b132-eabdf48bfe89,1250655.3046875,6140.69461386567
11256,06,019,005403,3,060190054033,Block Group 3,1,0,2,TCPR123, ,1,0,1,1,0,8,100,70,2,120,44,100,dcac61de-04ff-481d-9ed0-9d8dcdc37847,628188.0703125,3508.20398414127
11257,06,019,006404,1,060190064041,Block Group 1,1,1,1.08,NO3N,NO3N,7,0,20,92,2044.79,1312,7.61,100,100,12.24,5,21.74,d921c88b-e7a8-4289-b102-cdb2614c6314,257334873.707031,92088.4776525089
11258,06,019,006404,2,060190064042,Block Group 2,2,3,1.6,"PB; AS","AS; NI; NO3N",15,5,47,185,321.16,492,9.46,99,95,34.62,17,25.41,a5a523fb-aac1-4f40-9faa-a5c78bbcfca1,558214240.710938,173095.215594083
11259,06,019,007902,2,060190079022,Block Group 2,2,0,3.79,"NO3N; BZ", ,18,0,47,195,475.91,17,9.23,78,96,21.96,11,24.1,18061efb-b68c-4292-95a9-48ac8dfac0b0,598996013.558594,140672.836533621
11260,06,019,007802,1,060190078021,Block Group 1,3,1,2.25,"NO3N; ALPHA; U",U,16,0,41,197,279.69,27,8.12,83,95,30.25,16,20.81,6c0a87db-7344-4cc2-9ed2-f7837480b140,638386504.902344,103114.44439641
11261,06,019,005912,1,060190059121,Block Group 1,0,1,0, ,NO3N,0,3,11,11,1581.65,823,13.64,100,100,6.82,4,100,cadda4d9-4ab7-483e-89f0-21664e56c5a6,29465765.921875,26126.5896189949
11262,06,037,800327,2,060378003272,Block Group 2,0,0,0,NA,NA,0,0,0,5,1.27,21,0,81,56,0,0,0,d34d3cff-fb1a-4547-8293-bee131ef43fb,2929916.16796875,12738.1299456994
11263,06,013,378000,2,060133780002,Block Group 2,0,0,0,NA,NA,0,0,0,8,0,0,0,24,27,0,0,0,fe7874fe-ebc0-461c-b7d7-09f1ad1fe96b,13539417.4765625,20271.7241970188
11264,06,013,379000,1,060133790001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,24,27,0,0,0,e3277c9d-c4f8-4c1d-957f-d1c54db30273,568633.65234375,3487.47820192513
11265,06,013,379000,3,060133790003,Block Group 3,0,0,0,NA,NA,0,0,0,4,0.16,0,0,24,45,0,0,0,db6fa147-edb6-47ed-a257-f7befc522c64,671238.0625,3311.02534787671
11266,06,037,231500,2,060372315002,Block Group 2,0,0,0, , ,0,0,1,1,0,0,0,4,3,0,0,100,c270b19b-9085-4d9f-9411-5bdc62aab978,435276.23046875,2778.83180564998
11267,06,037,703001,1,060377030011,Block Group 1,0,0,0, , ,0,0,1,1,0,0,0,13,12,0,0,100,45743a2f-06e7-4fdb-82b3-8dc7b660e455,506699.3046875,3477.8659072871
11268,06,037,501300,2,060375013002,Block Group 2,0,0,0, , ,0,0,4,4,4.81,0,0,9,69,0,0,100,4e896e8d-d89a-41a6-b31c-2f4bb4278968,566355.29296875,3136.98237681418
11269,06,037,203800,4,060372038004,Block Group 4,0,0,0, , ,0,0,1,1,0.1,0,0,3,44,0,0,100,459679e7-5373-4b57-b618-6da1f4726d47,163463.7109375,2004.99939458944
11270,06,037,217100,3,060372171003,Block Group 3,0,0,0, , ,0,0,1,2,0,0,0,3,3,0,0,50,f3c1596b-d551-43d5-b912-ddc2706ebfd3,195350.4765625,1826.39588347906
11271,06,037,203800,1,060372038001,Block Group 1,0,0,0, , ,0,0,1,2,0.57,0,0,3,51,0,0,50,17730b21-a777-4480-871e-cd78ae16d2a8,134922.7265625,1634.13116045802
11272,06,037,573402,3,060375734023,Block Group 3,0,0,0, , ,0,0,2,2,0,0,0,11,10,0,0,100,9c95615c-0f10-4c35-af3a-2d65ee5e13eb,984336.52734375,4271.24920453101
